name,job,phone,email,country, salary 
ÓİíÑ ÇáÑÇÔÏ,Farm manager,398-846-6751x8075,lkhrfyflh@gmail.com,India," 11,256,808.00 Ï.Ú.ş "
ÇáÂäÓÉ ÓáÓÈíá Âá ãÍãÏ Èä Úáí Èä ÌãÇÒ,Seismic interpreter,+1-664-502-5405x76113,mutbal-lshykh@hotmail.com,Malaysia," 4,288,614.00 Ï.Ú.ş "
ßÇíÏ ÇáÏÈÇÛ,"Teacher, music",(431)431-5722,murdy75@hotmail.com,Heard Island and McDonald Islands," 12,461,010.00 Ï.Ú.ş "
ÛíÏÇÁ ÃÈæ ÏÇææÏ,Broadcast presenter,918.949.3449x3248,yflmhydb@hotmail.com,Syrian Arab Republic," 1,362,740.00 Ï.Ú.ş "
ÇáÏßÊæÑ ãÑÒæŞ ÇáÔÇíÚ,Printmaker,001-358-367-6101x377,sndyd06@hotmail.com,Nauru," 14,318,718.00 Ï.Ú.ş "
ÇáÓíÏ ãØÇæÚ ÇáÑÇÔÏ,"Teacher, special educational needs",381-861-9733,lkhrfyjryr@yahoo.com,Reunion," 7,874,591.00 Ï.Ú.ş "
ÚãÑ Âá Úáí,Art gallery manager,+1-291-997-1700x83911,llhjr@yahoo.com,Falkland Islands (Malvinas)," 637,086.00 Ï.Ú.ş "
ÔÈáí ÇáãÔÇæáÉ,Video editor,(263)642-6824x4177,hjrbws@hotmail.com,Saint Vincent and the Grenadines," 2,522,581.00 Ï.Ú.ş "
ÇáÃÓÊÇĞ ÌÓæÑ İÕíá,Charity fundraiser,3335247107,yal-bn-zfr@gmail.com,Iran," 5,345,430.00 Ï.Ú.ş "
ÍİíÙ Âá ãŞØÉ,"Surveyor, planning and development",366.561.9382,dwwb76@hotmail.com,Swaziland," 6,583,783.00 Ï.Ú.ş "
ÇáÂäÓÉ äÔæÉ ÈŞÔÇä,Theatre director,518-862-7213x78465,rshydshrbtly@hotmail.com,Burkina Faso," 3,462,624.00 Ï.Ú.ş "
áíã Âá ÓÚæÏ,Pharmacologist,+1-316-330-9137x3647,al-lylyth@hotmail.com,Botswana," 3,390,556.00 Ï.Ú.ş "
ÇáãåäÏÓÉ äÔæÉ ÇáÎÑÇİí,"Engineer, manufacturing",(205)486-8713x927,jmyl23@gmail.com,Niue," 8,459,508.00 Ï.Ú.ş "
İíøÇÖ ÃÈÇ ÇáÎíá,Tree surgeon,961.470.0400,dly46@yahoo.com,Gabon," 11,106,999.00 Ï.Ú.ş "
Óáíã ÇáÚÌáÇä,"Psychotherapist, dance movement",860-690-2227x767,smh62@hotmail.com,Iraq," 12,783,735.00 Ï.Ú.ş "
ÇáÏßÊæÑ ÑÍíÈ Âá ÓÚæÏ,Publishing copy,354-688-2384,lqylmnsy@gmail.com,Thailand," 9,445,970.00 Ï.Ú.ş "
íÓÇÑ Âá ÌÚİÑ,Writer,+1-402-816-0615x92513,tb64@gmail.com,Argentina," 7,185,448.00 Ï.Ú.ş "
ÇáÂäÓÉ İÏÇÁ Âá ÎÖíÑ,"Engineer, biomedical",+1-518-324-8857x562,gal-myd@gmail.com,China," 3,429,034.00 Ï.Ú.ş "
ÇáÃÓÊÇĞÉ ÑíäÇÏ ÔÑÈÊáí,"Therapist, nutritional",434.618.0840x8573,yzyd87@hotmail.com,Congo," 800,130.00 Ï.Ú.ş "
ÇáãåäÏÓ ãÄãä ÇáÔÇíÚ,Immunologist,(326)552-1147,ljlnmjd@yahoo.com,Brunei Darussalam," 12,060,204.00 Ï.Ú.ş "
ãÃãæä Âá ÓáØÇä,Associate Professor,607-539-0684x87373,bws14@hotmail.com,Gibraltar," 14,733,932.00 Ï.Ú.ş "
ÇáÓíÏÉ áæÌíä ÇáÚáíÇä,Counsellor,710-540-7100,drydal-lshykh@hotmail.com,Togo," 9,085,011.00 Ï.Ú.ş "
İÑÌ ÇáãåíÏÈ,Housing manager/officer,379-688-8956x314,wylljln@hotmail.com,Peru," 11,993,437.00 Ï.Ú.ş "
ÇáÏßÊæÑÉ ÊÇáÇ ÃÈæ ÏÇææÏ,Careers information officer,376.968.3042,bd-lzyz26@yahoo.com,Germany," 3,831,303.00 Ï.Ú.ş "
ÇáÓíÏ ÑÖí Âá ÚØİÉ,"Education officer, community",(588)699-7032,bn-ldnsdqy@gmail.com,Venezuela," 4,956,209.00 Ï.Ú.ş "
ÇáÓíÏÉ ÑíãÇ ÍäÈæáí,Cytogeneticist,(573)707-7398x4070,al-lysj@hotmail.com,Iraq," 14,179,517.00 Ï.Ú.ş "
ÇáÃÓÊÇĞ ãÑÊŞí Âá ÇáÔíÎ,Paediatric nurse,8695789830,wal-jfr@hotmail.com,Tunisia," 9,307,302.00 Ï.Ú.ş "
ÇáÃÓÊÇĞÉ İÑÏæÓ ÈŞÔÇä,Hotel manager,+1-727-797-9622x51529,jlnrljbr@yahoo.com,Nauru," 13,385,091.00 Ï.Ú.ş "
Ïíãå Âá ÇáÔíÎ,Immunologist,376.216.8732,dhbal-tf@gmail.com,Macao," 14,385,292.00 Ï.Ú.ş "
ÈÇÓãÉ Âá ÍÓíä,Art gallery manager,928.422.0205x0352,nbhn04@hotmail.com,British Virgin Islands," 12,996,031.00 Ï.Ú.ş "
ÇáÃÓÊÇĞÉ ÃÑíÌ Âá ÎÖíÑ,"Restaurant manager, fast food",001-543-931-4937x2728,umhn@hotmail.com,Tuvalu," 9,281,831.00 Ï.Ú.ş "
ÃÓíá ÇáÚÌáÇä,"Engineer, land",771.661.9077x90013,cal-qsyr@gmail.com,Montenegro," 14,778,726.00 Ï.Ú.ş "
ÒßíÉ Âá ÌÚİÑ,"Producer, radio",001-566-809-0157x6779,al-bn-lfylmwh@yahoo.com,Malaysia," 8,491,031.00 Ï.Ú.ş "
ÇáÓíÏ İÎÑ Âá Èä áÇİí,Manufacturing systems engineer,432-982-0120,klhkyr@hotmail.com,Korea," 8,896,466.00 Ï.Ú.ş "
ØíøÈ ÇáÔÇíÚ,Garment/textile technologist,(520)985-0735x0867,oljfly@hotmail.com,Turkmenistan," 8,324,592.00 Ï.Ú.ş "
ÇáãåäÏÓ ÑÍíÈ ÈŞÔÇä,Company secretary,264-859-0230x0975,shlnal-rfy@hotmail.com,Mali," 14,745,959.00 Ï.Ú.ş "
ÑæİíÏÇ Âá ãÚíÖ,Microbiologist,(276)334-2936,al-rfymjd@gmail.com,Luxembourg," 4,432,628.00 Ï.Ú.ş "
ÇáÓíÏ ÊÑİ ÍäÈæáí,Sub,001-550-645-2072x49559,hmdybw-dwwd@gmail.com,Morocco," 8,807,722.00 Ï.Ú.ş "
ÇáÂäÓÉ áæÑíä Âá ÌÚİÑ,"Engineer, drilling",001-647-765-0467x79707,shdylrshd@gmail.com,Faroe Islands," 12,562,759.00 Ï.Ú.ş "
ÇáÓíÏ İØíä Âá ÑİíÚ,Music therapist,(556)432-9239x33041,slhkyr@gmail.com,Oman," 9,050,869.00 Ï.Ú.ş "
ÇáÃÓÊÇĞÉ áÇÑÇ Âá ŞÕíÑ,"Development worker, community",001-324-578-0597x92096,khmys02@hotmail.com,Antigua and Barbuda," 3,592,071.00 Ï.Ú.ş "
ÔÈíÈ Âá ÎÖíÑ,Psychotherapist,826.493.3020x94800,al-sfwnnwrh@gmail.com,Egypt," 12,926,731.00 Ï.Ú.ş "
ÍÓíä ÇáÚŞíá,TEFL teacher,765-516-7301x5848,lynal-mhmd-bn-ly-bn-jmz@yahoo.com,Algeria," 10,140,429.00 Ï.Ú.ş "
ÇáÓíÏÉ ãíÑÇá ÇáãåíÏÈ,Clinical psychologist,-2222,bqshnmntsr@gmail.com,Djibouti," 13,749,044.00 Ï.Ú.ş "
Ûæì ÃÈÇ ÇáÎíá,Equality and diversity officer,001-501-401-9397x672,nwfal-lshykh@yahoo.com,Guadeloupe," 5,822,920.00 Ï.Ú.ş "
ÇáÏßÊæÑÉ ÒßíÉ Âá Úáí,"Buyer, retail",(423)853-6189,bal-bn-lfy@yahoo.com,Mozambique," 13,416,758.00 Ï.Ú.ş "
ÇáÏßÊæÑÉ ÏÇÑíä ÇáÑÇÔÏ,Newspaper journalist,963-310-8818x12195,nwlshrbtly@yahoo.com,Cote d'Ivoire," 13,058,365.00 Ï.Ú.ş "
ÇáãåäÏÓ æÏæÏ ÇáÌİÇáí,Diplomatic Services operational officer,+1-557-462-7168x308,fkhr94@yahoo.com,Australia," 12,846,649.00 Ï.Ú.ş "
ÇáÂäÓÉ äÔæÉ ÇáÚŞíá,Armed forces training and education officer,001-883-747-9728x5674,dhyb03@hotmail.com,Macao," 2,182,410.00 Ï.Ú.ş "
ÇáÂäÓÉ áíã ÔÑÈÊáí,Nutritional therapist,-5122,b-lkhyllwryn@hotmail.com,Thailand," 10,842,225.00 Ï.Ú.ş "
ÇáÓíÏ Ôåã Âá ãÚíÖ,"Psychologist, educational",645.576.3944x91678,rbyal-myd@gmail.com,Jamaica," 5,732,823.00 Ï.Ú.ş "
ËÇÈÊ Âá ÚæÇÖ,Clinical molecular geneticist,+1-268-662-4554x20377,al-mqtlbyd@yahoo.com,San Marino," 11,927,813.00 Ï.Ú.ş "
ÇáÂäÓÉ Ñíİ Âá ŞÕíÑ,"Engineer, land",405-316-8480,bn-ldndysm@yahoo.com,Micronesia," 4,147,098.00 Ï.Ú.ş "
ØÇÆÚ Âá ÚÇíÖ,Estate manager/land agent,979-864-1388x80100,lmshwlhzr@gmail.com,Mauritius," 12,366,346.00 Ï.Ú.ş "
İÏÇÁ Âá ÍÓíä,"Programmer, applications",567.820.2470,krm99@yahoo.com,Madagascar," 5,743,364.00 Ï.Ú.ş "
äæÑ ÍÌÇÑ,"Designer, multimedia",+1-868-702-9481x5146,shwnal-lshykh@yahoo.com,Afghanistan," 9,069,144.00 Ï.Ú.ş "
ÍÓÇã ÇáÍßíÑ,"Therapist, art",8935589780,al-lysrj-ldwyn@yahoo.com,New Caledonia," 4,283,769.00 Ï.Ú.ş "
ÇáÏßÊæÑ ÒåÏí ÇáÌÇÈÑ,Set designer,202.788.9339x3103,rfsyl@hotmail.com,Turkey," 13,779,620.00 Ï.Ú.ş "
ÚÈÏ ÇáÛİæÑ Âá Úáí,Chartered loss adjuster,982.900.5862x240,al-qsyrkhtyb@gmail.com,Bhutan," 6,587,378.00 Ï.Ú.ş "
ãÕØİì ÇáÌÇÈÑ,Public house manager,(741)761-6678,mnsyal-qsyr@yahoo.com,Iceland," 6,168,625.00 Ï.Ú.ş "
ÈåíÉ ÇáãåäÇ,Event organiser,+1-372-456-5311x4671,hjrbd-lswlm@gmail.com,Moldova," 2,249,688.00 Ï.Ú.ş "
ÓÑÇÌ ÇáÏøíä ÇáÌÇÈÑ,"Scientist, clinical (histocompatibility and immunogenetics)",(597)911-9483x9064,bnfsj47@hotmail.com,Luxembourg," 3,200,969.00 Ï.Ú.ş "
ÏÇäÉ ÈŞÔÇä,Clinical molecular geneticist,367-706-7862x062,fljln@yahoo.com,Jamaica," 5,127,823.00 Ï.Ú.ş "
ÓÑÇÌ Âá ãÍãÏ Èä Úáí Èä ÌãÇÒ,"Surveyor, minerals",(314)852-1829x604,sylknw@hotmail.com,Samoa," 5,661,629.00 Ï.Ú.ş "
ÇáãåäÏÓ ÌÇÓã ÇáãåäÇ,Nature conservation officer,(388)800-7749x9980,al-lskrytqyw-ldwyn@yahoo.com,Gambia," 3,770,401.00 Ï.Ú.ş "
ÏÚÇÁ Âá ãÍãÏ Èä Úáí Èä ÌãÇÒ,Medical technical officer,001-447-860-7173x59317,dhy85@yahoo.com,Paraguay," 11,162,446.00 Ï.Ú.ş "
ÇáÂäÓÉ ÌáäÇÑ ÈŞÔÇä,Paediatric nurse,424-551-1379x33645,hymn12@yahoo.com,United Kingdom," 13,702,021.00 Ï.Ú.ş "
ÇáÓíÏ ßÓøÇÈ Âá Èä ÙÇİÑ,"Editor, commissioning",212-939-7884x6254,lral-myd@hotmail.com,Bahamas," 11,920,820.00 Ï.Ú.ş "
ÇáÃÓÊÇĞÉ ÍáÇ ÇáÌÇÈÑ,"Surveyor, hydrographic",827-339-3336x9143,uljbr@yahoo.com,Congo," 10,995,145.00 Ï.Ú.ş "
ÇáÏßÊæÑÉ ÔÇÏä ÇáÎÑÇİí,Physiotherapist,001-690-421-8981x26613,cal-tf@yahoo.com,Reunion," 13,562,630.00 Ï.Ú.ş "
ØÇãÍ Âá ÕİæÇä,Field seismologist,759.430.3857x0749,gmdhjr@yahoo.com,Panama," 6,682,512.00 Ï.Ú.ş "
ÅáíäÇ Âá ãÍãÏ Èä Úáí Èä ÌãÇÒ,Furniture conservator/restorer,-3235,trqljln@gmail.com,Palau," 11,164,005.00 Ï.Ú.ş "
ÇáãåäÏÓ ÔÇãÎ ÍÌÇÑ,Science writer,-9711,nzmy16@yahoo.com,China," 5,695,979.00 Ï.Ú.ş "
ÇáÃÓÊÇĞÉ ÑíİÇá ÈŞÔÇä,"Engineer, maintenance",317.376.0829x219,lrshdthqyf@gmail.com,Slovakia (Slovak Republic)," 5,225,113.00 Ï.Ú.ş "
ÑÍíÈ ßÇäæ,Armed forces operational officer,925-681-7871x8840,mursyal-yd@hotmail.com,Pakistan," 11,202,265.00 Ï.Ú.ş "
ÌæÏí Âá ŞÕíÑ,Stage manager,259.850.8591,bn-ldnbd-lbry@gmail.com,Peru," 12,026,668.00 Ï.Ú.ş "
ÇáÏßÊæÑ Úáã ÇáÏøíä Âá ÚæÇÖ,Sport and exercise psychologist,(649)247-6026x95569,shral-tf@yahoo.com,Libyan Arab Jamahiriya," 2,470,282.00 Ï.Ú.ş "
íÍíì ÇáÌÇÈÑ,"Therapist, speech and language",(793)835-1696x07278,krm93@yahoo.com,Morocco," 9,753,855.00 Ï.Ú.ş "
ÒÇßí Âá Úáí,"Editor, commissioning",+1-657-722-1294x57071,jlnr94@gmail.com,Jersey," 8,878,760.00 Ï.Ú.ş "
ÓáÇİ Âá ãÍãÏ Èä Úáí Èä ÌãÇÒ,"Engineer, site",533.865.3990x59167,ljbrmstf@gmail.com,Qatar," 3,064,885.00 Ï.Ú.ş "
ÇáÂäÓÉ äæÇá ÇáÑÇÔÏ,"Nurse, mental health",001-318-889-4454x551,iknw@yahoo.com,Monaco," 13,938,575.00 Ï.Ú.ş "
Ûæì ÇáÌİÇáí,"Clinical scientist, histocompatibility and immunogenetics",310.747.7015,qsdlhkyr@hotmail.com,Serbia," 6,785,420.00 Ï.Ú.ş "
Ãáíä ÔÑÈÊáí,Geophysical data processor,416-637-8949x66143,ljlnthbt@gmail.com,Lesotho," 5,405,283.00 Ï.Ú.ş "
ÚÊÇÈ ÇáÔÇíÚ,Naval architect,+1-317-659-2050x309,mythqlmgwl@gmail.com,Italy," 12,731,004.00 Ï.Ú.ş "
Ìæíä ÇáÍÌÇÑ,Fine artist,(944)341-6401x70024,lrshdkhyry@hotmail.com,Serbia," 12,532,648.00 Ï.Ú.ş "
ãÇåÑ ÇáãÛÇæáÉ,Immigration officer,3972974836,lkhrfyshtr@hotmail.com,Hong Kong," 6,194,436.00 Ï.Ú.ş "
Óíİ ÇáÏøíä Âá ÕİæÇä,Fine artist,+1-513-288-4073x2032,al-ydbd-lswmy@gmail.com,Ethiopia," 3,511,755.00 Ï.Ú.ş "
ÇáÃÓÊÇĞ ãİíÏ ÇáÍßíÑ,Seismic interpreter,(413)875-8504x08273,wjyhal-myd@hotmail.com,Azerbaijan," 13,863,985.00 Ï.Ú.ş "
ÇáÓíÏ ÚŞíá Âá ÑİíÚ,"Scientist, research (physical sciences)",(848)606-4837x62730,oldbg@yahoo.com,Brazil," 14,043,968.00 Ï.Ú.ş "
ÇáÓíÏ ÕÈíÍ ÇáÑÇÔÏ,Ecologist,341.262.4964,ljlnmwfwq@hotmail.com,Bosnia and Herzegovina," 13,735,989.00 Ï.Ú.ş "
ÇáãåäÏÓ ÔæŞí Âá ÚÇíÖ,"Education officer, environmental",3568130546,zbyral-lskry@gmail.com,Cape Verde," 7,621,876.00 Ï.Ú.ş "
ÇáÓíÏ æÌíå ÇáÔÇíÚ,Occupational hygienist,793-339-7356,wsf35@hotmail.com,Kuwait," 14,708,773.00 Ï.Ú.ş "
äÕÑ ÇáÎÑÇİí,"Librarian, public",790.659.3845x233,almhn@gmail.com,Belarus," 10,386,522.00 Ï.Ú.ş "
ÇáãåäÏÓ ÖÑÛÇã Âá Èä ÙÇİÑ,"Teacher, secondary school",(702)345-8849,ral-mhmd-bn-ly-bn-jmz@yahoo.com,Korea," 10,918,999.00 Ï.Ú.ş "
ÚÑİÇÊ Âá ÇáÔíÎ,Herpetologist,8999176526,wdy96@yahoo.com,Northern Mariana Islands," 13,530,647.00 Ï.Ú.ş "
ÊãÇã ÇáÎÑÇİí,IT technical support officer,296.313.5285,tydal-jfr@yahoo.com,Ethiopia," 968,091.00 Ï.Ú.ş "
ÈÇÓãÉ ÇáÚŞíá,Games developer,756.704.2193x8908,jryr07@hotmail.com,Antigua and Barbuda," 496,623.00 Ï.Ú.ş "
ÇáÏßÊæÑÉ ÈåíÉ ÇáÚÌáÇä,Broadcast presenter,001-544-927-5505x60082,hjrjwhr@yahoo.com,Saint Pierre and Miquelon," 13,144,906.00 Ï.Ú.ş "
ÇáÓíÏÉ ÑæÇÁ ÇáÔÇíÚ,Curator,001-542-637-7624,ljbrgzwn@yahoo.com,Cayman Islands," 13,452,473.00 Ï.Ú.ş "
ÇáÓíÏ İáÇÍ Âá ãÍãÏ Èä Úáí Èä ÌãÇÒ,Management consultant,470.643.4054,ial-myd@yahoo.com,Eritrea," 10,310,093.00 Ï.Ú.ş "
ÇáÏßÊæÑ ÕÈÇÍ Âá ãÚíÖ,Counselling psychologist,3257343623,tmr70@hotmail.com,Armenia," 5,194,416.00 Ï.Ú.ş "
ÚÊíŞ ÇáÏÈÇÛ,Advertising art director,(543)830-5837,al-lshykhhmd@hotmail.com,Bahamas," 9,511,767.00 Ï.Ú.ş "
ÈåÇÁ ÍÌÇÑ,Cytogeneticist,001-533-272-5773x74050,ljflyfrzdq@gmail.com,Papua New Guinea," 3,393,988.00 Ï.Ú.ş "
ÑæÈíä ÇáÎÑÇİí,"Research officer, political party",001-658-560-5905x864,b-lkhylsj@gmail.com,Albania," 10,968,538.00 Ï.Ú.ş "
ÇáÃÓÊÇĞ ãÌÏ ÃÈæ ÏÇææÏ,Amenity horticulturist,546-762-0524,whyd45@yahoo.com,Nepal," 9,507,923.00 Ï.Ú.ş "
ÚÈÏ ÇáÕøãÏ ÇáãåíÏÈ,Geoscientist,(443)223-6625x83970,tqyw-ldwyn36@gmail.com,United States Virgin Islands," 14,437,244.00 Ï.Ú.ş "
áíÇä ÍÌÇÑ,"Therapist, drama",001-776-482-9845,sylljln@yahoo.com,United States Minor Outlying Islands," 4,075,960.00 Ï.Ú.ş "
ãÍÌæÈ İÕíá,Hydrogeologist,948.215.6383x580,rdwnljfly@yahoo.com,Haiti," 7,472,930.00 Ï.Ú.ş "
Ìáíá Âá ãÚíÖ,Retail merchandiser,922-457-9278x700,sfynal-wd@hotmail.com,Guyana," 5,613,448.00 Ï.Ú.ş "
ÍÇÒã ÇáÑÇÔÏ,"Civil engineer, contracting",712-903-4913,frzdqal-hsyn@yahoo.com,Angola," 3,505,821.00 Ï.Ú.ş "
ÇáÓíÏ ÚÈÏ ÇáæÇÍÏ Âá ÓÚæÏ,Armed forces training and education officer,001-276-776-8406x4916,btl97@hotmail.com,Venezuela," 12,533,679.00 Ï.Ú.ş "
ÇáÂäÓÉ ÏÚÇÁ Âá ãŞØÉ,Risk manager,5306043399,lqylbd-lmjyd@hotmail.com,Equatorial Guinea," 8,472,996.00 Ï.Ú.ş "
ÇáãåäÏÓÉ ÈåÇÁ ÇáÍÌÇÑ,Advertising art director,823-382-1855,gyd56@hotmail.com,Poland," 1,860,384.00 Ï.Ú.ş "
ÓåæÇä ÇáÚŞíá,Brewing technologist,563.471.8400x17160,lhkyrbd-lrwzq@yahoo.com,Argentina," 2,243,351.00 Ï.Ú.ş "
ÈÇÑÚÉ ÇáãÛÇæáÉ,"Psychologist, counselling",819.688.2604,tlrshd@hotmail.com,Cocos (Keeling) Islands," 8,327,385.00 Ï.Ú.ş "
ÇáÓíÏ ÓÚÏí Âá ÑİíÚ,Ship broker,+1-580-596-1399x9212,nfal-rfy@hotmail.com,Bangladesh," 1,984,589.00 Ï.Ú.ş "
Óáíã ÇáÌİÇáí,Community arts worker,673-389-9323x032,kmlbn-ldn@gmail.com,Pitcairn Islands," 10,608,729.00 Ï.Ú.ş "
ÇáÃÓÊÇĞÉ ÈáŞíÓ Âá ÌÚİÑ,Biomedical engineer,942-740-9608,blsmlmshwl@gmail.com,Indonesia," 8,528,795.00 Ï.Ú.ş "
ÇáÏßÊæÑ ãÍãøÏ ÃÈæ ÏÇææÏ,Games developer,3533508591,mwfwqljfly@hotmail.com,Azerbaijan," 558,666.00 Ï.Ú.ş "
ÇáÓíÏÉ ÃÑæì Âá ÑİíÚ,Insurance account manager,898.686.2316,khls69@yahoo.com,Uzbekistan," 8,506,263.00 Ï.Ú.ş "
ÇáÃÓÊÇĞ ÕåíÈ Âá Èä ÙÇİÑ,"Programmer, multimedia",619-860-5403x104,lmgwlmzhr@gmail.com,Bahrain," 13,295,053.00 Ï.Ú.ş "
ÇÈÊåÇá Âá ÎÖíÑ,Physiological scientist,225-227-8527x3244,rkhlshy@hotmail.com,Egypt," 11,618,414.00 Ï.Ú.ş "
ÇáÂäÓÉ ÏÚÇÁ ÇáãåíÏÈ,Games developer,+1-631-791-8272x24941,sd42@hotmail.com,Zambia," 11,595,704.00 Ï.Ú.ş "
ÇáÂäÓÉ ÌæÇäÇ Âá ÚØİÉ,Fisheries officer,(289)520-4278x21568,fthlkhrfy@yahoo.com,Croatia," 8,353,289.00 Ï.Ú.ş "
ÚÇãÑ ÇáÌÇÈÑ,Recycling officer,523-468-9269,hnfyhjr@yahoo.com,United States of America," 11,602,143.00 Ï.Ú.ş "
ÊãÇã ÇáÏÈÇÛ,Retail buyer,750-571-4452x90633,nmnal-qsyr@yahoo.com,Honduras," 13,960,624.00 Ï.Ú.ş "
ÇáÏßÊæÑ äÌã ÇáÏøíä ÇáÚŞíá,Video editor,432-247-1641x89365,al-mqtshbyb@gmail.com,Guernsey," 14,808,626.00 Ï.Ú.ş "
ÑÇÓã Âá ÑİíÚ,Paediatric nurse,001-397-315-2358x96831,khldal-bn-lfy@yahoo.com,Vanuatu," 14,205,478.00 Ï.Ú.ş "
ÇáÓíÏÉ ÈÊæá Èä áÇÏä,"Editor, magazine features",(283)897-0773,plmgwl@hotmail.com,Marshall Islands," 13,565,840.00 Ï.Ú.ş "
äÔÃÊ Âá ÓáØÇä,"Therapist, art",(308)878-3235x8570,al-ydnyl@gmail.com,Myanmar," 9,414,369.00 Ï.Ú.ş "
ÇáÓíÏÉ åíÇã Âá ÚÇíÖ,"Producer, radio",8895725497,lhkyrslm@yahoo.com,Guinea," 9,402,271.00 Ï.Ú.ş "
İÏÇÁ Âá ÚæÇÖ,Counsellor,-4116,al-hsynal@hotmail.com,Portugal," 7,538,703.00 Ï.Ú.ş "
ÇáÏßÊæÑÉ áÇÑÇ ÇáÔÇíÚ,Metallurgist,477-278-2943,bw-dwwdhl@yahoo.com,Australia," 6,903,483.00 Ï.Ú.ş "
ÇáÏßÊæÑ Ğßí Âá ãÍãÏ Èä Úáí Èä ÌãÇÒ,Editorial assistant,(541)770-5422x080,ljlnqnt@hotmail.com,Botswana," 1,425,392.00 Ï.Ú.ş "
ÍÇÒã Âá ÇáÚÓßÑí,Ecologist,826.232.2016,nsryljfly@gmail.com,Tokelau," 12,272,563.00 Ï.Ú.ş "
ÑíÇä Âá ÍÓíä,Ambulance person,650-545-7537x3993,mntsrlhjr@yahoo.com,Oman," 5,952,623.00 Ï.Ú.ş "
ÚÒøÊ ÇáãÔÇæáÉ,Fish farm manager,001-976-500-4944,xlmhydb@gmail.com,Belgium," 2,398,677.00 Ï.Ú.ş "
ÚáÇÁ ÇáÏøíä Âá ãÚíÖ,Software engineer,335.815.2348x669,dryd28@hotmail.com,United States of America," 3,237,715.00 Ï.Ú.ş "
ÑíãÇä Âá ÚÇíÖ,Dentist,(581)575-7837,sbyh32@yahoo.com,China," 10,215,449.00 Ï.Ú.ş "
ÓİíÑ ÇáÌÇÈÑ,"Doctor, hospital",975-310-0293,fwwzal-mhmd-bn-ly-bn-jmz@yahoo.com,United Kingdom," 7,139,920.00 Ï.Ú.ş "
äÇåÏ ÇáÍÌÇÑ,Research scientist (maths),(819)275-0954,twfyq14@gmail.com,Guinea-Bissau," 2,265,002.00 Ï.Ú.ş "
ÇáãåäÏÓ ÑÇãí ÇáÑÇÔÏ,Risk manager,560.652.2039x904,nsry48@gmail.com,Maldives," 10,295,992.00 Ï.Ú.ş "
ãÕØİì Âá ÌÚİÑ,"Therapist, nutritional",5502268929,jn98@yahoo.com,Albania," 8,627,956.00 Ï.Ú.ş "
ÇáÃÓÊÇĞ ÔíøŞ ÇáÚŞíá,Data processing manager,001-217-481-7479x951,b-lkhyljwryw@gmail.com,Belarus," 8,071,228.00 Ï.Ú.ş "
ÇáÃÓÊÇĞ İÎÑí Âá ÇáÔíÎ,Operational investment banker,449.634.4327,al-rfyrfyq@gmail.com,Peru," 3,302,448.00 Ï.Ú.ş "
ÑÇãÒ ÇáãÛÇæáÉ,Sales executive,001-554-788-2581,al-wdjwdy@gmail.com,Gibraltar," 2,008,641.00 Ï.Ú.ş "
ÇáÓíÏÉ åíÇã ÇáãÔÇæáÉ,Health service manager,-6163,ulshy@yahoo.com,Taiwan," 12,881,369.00 Ï.Ú.ş "
ÇáÃÓÊÇĞ ÍÓíÈ ÇáÎÑÇİí,"Surveyor, commercial/residential",(566)942-9433x929,al-mhmd-bn-ly-bn-jmznsyb@yahoo.com,Norfolk Island," 3,851,679.00 Ï.Ú.ş "
ÃİäÇä Âá ÚÇíÖ,Lobbyist,-9104,bw-dwwdwdy@gmail.com,Netherlands," 14,691,137.00 Ï.Ú.ş "
ÇÚÊßÇİ ÇáÏÈÇÛ,Diplomatic Services operational officer,+1-740-966-1876x227,mrshdfsyl@gmail.com,Barbados," 3,841,939.00 Ï.Ú.ş "
ãÍãøÏ ÇáãåíÏÈ,"Pharmacist, community",499-900-1119x439,fnnal-hsyn@gmail.com,Taiwan," 5,349,253.00 Ï.Ú.ş "
ÇáÂäÓÉ ÂáÇÁ Âá ãÚíÖ,Estate agent,764-336-0236x218,ldbgnsry@yahoo.com,Benin," 8,723,141.00 Ï.Ú.ş "
ÇáÃÓÊÇĞ ßáíã ÇáÚŞíá,Health visitor,+1-937-325-6576x1056,al-hsynrshyd@hotmail.com,Cayman Islands," 10,859,847.00 Ï.Ú.ş "
ÃÑíÌ ÇáãåäÇ,Media buyer,001-914-321-8475x61829,mal-myd@hotmail.com,Finland," 7,188,602.00 Ï.Ú.ş "
ÑÄæİ Âá ÕİæÇä,Jewellery designer,647.881.1178x0541,al-lskryyf@hotmail.com,French Guiana," 10,538,258.00 Ï.Ú.ş "
ÚÒíÒ ÇáÚÌáÇä,Chiropodist,4483785812,sal-myd@hotmail.com,Nigeria," 14,824,807.00 Ï.Ú.ş "
ÇáãåäÏÓ ãíøÇÏ ÃÈæ ÏÇææÏ,Adult guidance worker,726-489-8993,fal-yd@gmail.com,Georgia," 11,338,160.00 Ï.Ú.ş "
ÇÈÊåÇÌ ÍäÈæáí,Archaeologist,(243)422-4599,lqylbsm@yahoo.com,Moldova," 12,664,737.00 Ï.Ú.ş "
ÇáÓíÏÉ ÌãíáÉ ÇáÍßíÑ,"Engineer, manufacturing",001-460-651-9550x51450,knn57@yahoo.com,New Caledonia," 10,079,064.00 Ï.Ú.ş "
